TSPAN6,HPA004109;
CBX3,CAB001973;HPA004902;
HNRNPA2B1,HPA001666;HPA005812;CAB012403;HPA065537;
NPY,CAB016733;CAB034368;HPA036636;HPA044572;HPA056798;
FAM126A,HPA042873;
FKBP9,HPA012595;HPA055256;
CCZ1,HPA045114;HPA050006;
GLIPR2,HPA029478;
CLTA,CAB002665;HPA050918;HPA054667;
SPINK4,HPA007286;
TAF1L,HPA056605;
ACO1,HPA019371;HPA024157;
PHF24,HPA020974;
DNAI1,HPA021649;HPA021843;
DCAF10,HPA024160;
CNTFR,CAB025310;
KIAA1549,HPA019560;
TRIM24,HPA043495;HPA061717;
C7orf49,HPA020060;
CALD1,CAB000006;HPA008066;HPA017330;
AKR1D1,HPA057002;
SFTPA1,CAB016793;HPA042638;HPA045752;HPA049368;
NEUROG3,HPA039785;
SRGN,HPA000759;
CHST3,HPA047523;HPA055704;
ECD,HPA006465;
SLC25A16,HPA036243;HPA044580;
VPS26A,CAB011602;HPA057498;CAB075733;
RBM19,HPA038860;HPA058732;
CIT,HPA019082;HPA048812;HPA075506;
HVCN1,HPA039329;
DDX54,HPA028244;HPA070786;
MED13L,HPA039445;
CDKN2C,CAB005303;CAB018398;HPA019057;HPA019764;
RASSF8,HPA038163;HPA038164;
CCDC91,HPA038169;
NECAB1,HPA023252;HPA023629;HPA025963;HPA031262;CAB068208;CAB068209;CAB068210;
WWP1,HPA023180;
ACOT9,HPA035533;
PRDX4,CAB008659;CAB027389;CAB047362;HPA067039;
PKN1,HPA003982;CAB010278;
TRIR,HPA059965;
ADGRE5,HPA013707;
WDR83,HPA042629;HPA042838;
EBPL,HPA049891;
ATP7B,HPA009137;HPA013187;
ZC3H13,HPA039340;HPA040140;HPA047806;
NLN,HPA031862;
OPTN,HPA003279;HPA003360;CAB019303;
ITIH5,HPA038305;
ATF1,CAB016222;HPA055069;HPA055406;
NCKAP1L,HPA039490;HPA040772;
PFDN5,HPA008587;
SPATS2,HPA038642;HPA038643;HPA076823;
CDK2,CAB013115;HPA066915;
LRP1,HPA004182;CAB018621;HPA022903;
HOXC11,HPA038291;
NFE2,HPA001914;
HOXC12,HPA055632;
IKZF4,HPA046270;HPA049016;
TUBA1B,CAB011513;HPA039247;HPA043684;HPA063394;
EEF1AKMT3,HPA043020;HPA045492;
KBTBD4,HPA037792;HPA037793;
SARDH,HPA057267;HPA058086;
ATPAF1,HPA028382;HPA044950;
HJURP,HPA008436;HPA027261;
AMD1,HPA029281;HPA029282;
USP45,HPA029602;HPA029604;
PLP1,HPA004128;
SERPINA7,HPA002803;
MORF4L2,HPA031872;HPA054102;
H2BFWT,HPA056289;
RAB9B,HPA061932;
FAM199X,HPA003093;
ESX1,HPA051992;
ATXN3L,HPA024123;HPA027539;
RAB9A,HPA003094;CAB016411;
METTL8,HPA035421;
TNFAIP6,CAB032719;HPA050884;
ACVR1C,HPA007982;HPA011933;
BAZ2B,HPA019819;HPA059292;
KCNJ2,HPA029109;
EXOSC9,HPA041838;HPA048257;CAB070171;
PLA2G12A,HPA035908;HPA035909;
B9D2,HPA042229;HPA042618;
COQ8B,HPA027229;HPA027277;HPA027279;HPA028303;
PFKFB2,HPA049975;HPA063575;
C4BPA,HPA000926;HPA001578;
C4BPB,HPA051620;
AGO2,CAB019309;HPA067849;
ACSL3,HPA011315;HPA071021;
CHPF,HPA035123;
DNPEP,HPA036398;HPA044860;
INHA,CAB000047;HPA019141;HPA048834;
MOGAT1,HPA049944;
SLC12A4,HPA041138;
ENKD1,HPA041163;HPA041478;
GCNT7,HPA052617;HPA059403;
CTCFL,HPA001472;
FAM210B,HPA042652;
PI3,CAB009449;HPA017737;
SNX21,HPA046359;
SLPI,CAB002303;HPA027774;
TTPAL,HPA046957;HPA066532;
PREX1,HPA001927;
ARHGAP40,HPA042636;HPA042840;
SDC4,HPA005716;CAB013240;
NCOA3,CAB009800;HPA024210;
SEMG2,HPA042767;HPA042835;
NCOA5,HPA050231;
VAPB,HPA013144;CAB013722;
PARD6B,HPA013376;
PLCG1,CAB004277;HPA036681;HPA036682;
TOX2,HPA049900;HPA058396;
SRSF6,HPA029005;CAB034889;
ARFGEF2,HPA026078;CAB026382;
ZNFX1,HPA046629;
ZNF831,HPA016839;
CSE1L,CAB002140;HPA038059;HPA038060;
RAB22A,HPA058894;HPA066920;
PTGIS,CAB009517;HPA014193;HPA052244;
CDH26,HPA015722;HPA047578;
SNAI1,CAB005883;HPA056831;HPA069985;CAB078687;
STX16,HPA041019;HPA042033;
ANKRD60,HPA060561;
DDX27,HPA047087;
RBPJL,CAB006846;
C20orf85,HPA058271;HPA065540;
BCAS4,HPA038812;
KCNK15,HPA064861;
TP53TG5,HPA041979;HPA058510;HPA077455;
PCK1,HPA006277;HPA006507;CAB017027;
ZBP1,HPA041256;
MAGEA10,HPA003333;HPA070780;
MTRR,HPA038113;
FASTKD3,HPA068525;HPA074462;
PEPD,HPA015599;HPA072045;
VAMP7,HPA036733;
STAMBP,HPA035800;HPA035801;
NAGK,HPA035206;HPA035207;
IL17C,HPA065051;
ATP8A1,HPA052935;
USP22,HPA044980;
POF1B,HPA002033;HPA050027;
HIF3A,HPA041141;
ZNF576,HPA050064;
IRGC,HPA046769;HPA060064;
ZNF45,HPA038611;HPA075124;
LYPD3,HPA041529;HPA041797;HPA077859;
PSG8,HPA046327;
CEACAM8,CAB033676;
USP9X,CAB011618;HPA047417;CAB070164;
CRISP2,HPA031248;
TRERF1,HPA027771;HPA051273;HPA059943;
PACSIN1,CAB009929;HPA028852;HPA055491;
BTN2A2,HPA051504;
SIRT5,HPA021798;HPA022002;HPA022992;
MRS2,HPA017642;
WRNIP1,HPA031752;HPA031753;
RRP36,HPA029904;HPA029905;
SNRPC,CAB034338;HPA042419;HPA055490;
SERPINB6,HPA009668;HPA012736;
XPO5,CAB012357;HPA018402;HPA023959;HPA029909;
ABCC10,HPA041607;HPA045464;
HIST1H1D,HPA055907;
PEX6,HPA025924;HPA074179;
NQO2,HPA021283;HPA021332;
OARD1,HPA029036;
UNC5CL,HPA015725;
AARS2,HPA035636;HPA061396;
ZNF391,HPA050886;
RPS10,HPA047268;HPA048084;
MOCS1,HPA045783;HPA058177;HPA075505;
HIST1H2BJ,HPA042205;HPA043013;HPA048671;
MED20,HPA040717;
TCP11,HPA048311;
APOBEC2,HPA014252;HPA017957;
GNMT,HPA027501;
DNAH8,HPA028447;
TREM1,HPA005563;HPA053612;
MEA1,HPA017921;HPA073087;
SOX4,HPA029901;
GLO1,CAB040541;CAB040542;HPA059791;
CPNE5,HPA031369;
KCNK17,HPA043892;
RREB1,HPA001756;HPA034843;
SSR1,HPA011276;HPA017062;
RIOK1,HPA017866;HPA051446;
SLC35B3,HPA054661;HPA057801;
RPP40,HPA035685;HPA035686;
ATXN1,HPA008335;HPA070756;
NUP153,HPA027896;HPA027897;HPA027898;HPA027899;
DEK,CAB015226;HPA054505;HPA057799;
RUNX2,CAB008374;HPA022040;CAB062561;CAB068226;HPA070715;
LRRFIP1,HPA006979;
RAB17,HPA035176;
TRIM51,HPA044988;HPA077883;
SCGB1D2,HPA035318;
AHNAK,HPA019010;HPA019070;HPA026643;
EMC3,HPA042372;
SH3TC1,HPA038132;HPA056807;
CNOT1,HPA046577;HPA049664;
LRRC29,HPA034998;
BBS2,HPA041315;
C16orf70,HPA041131;HPA041214;
GOT2,HPA018139;
DOK4,HPA008348;HPA055849;
GPR18,HPA013873;
TMTC4,HPA016489;HPA057056;
RAP2A,CAB018552;
SLC10A2,HPA004795;
ABCC4,HPA002476;
TM9SF2,HPA005657;
C17orf53,HPA023004;HPA023393;HPA024430;
KIF25,HPA046153;
IRF1,CAB011662;HPA063131;
UPF3B,HPA001592;HPA001800;HPA001882;
RNF113A,HPA000160;HPA076658;
SEPT6,HPA003459;HPA005665;
NDUFA1,HPA029768;HPA054359;
ATP5S,HPA046967;HPA062690;
BMP4,CAB006863;HPA066235;
FAM193A,HPA043116;
GRK4,HPA028737;HPA057023;
TEKT3,HPA044354;HPA073565;
MYH2,HPA001349;CAB010760;
SLC25A35,HPA051720;
MRPS7,HPA022522;HPA023007;
GGA3,HPA022945;HPA024645;
ARMC7,HPA024229;HPA053076;
NUP85,HPA061910;HPA062595;
MIF4GD,HPA051222;
MSTO1,HPA005899;HPA005914;
TTF1,HPA054837;
PPP1R12C,HPA043532;
MBOAT7,HPA055967;
SRMS,CAB044668;CAB044669;HPA073987;
BHLHE23,HPA030575;
IL37,HPA054371;HPA057950;
CHCHD5,HPA038263;
PAX8,HPA030062;CAB055097;CAB061888;HPA064554;
INSIG2,CAB033861;
CCDC93,HPA054183;
PSD4,HPA034722;HPA077847;
SLC25A23,HPA009675;HPA050883;
PSPN,CAB025366;
GTF2F1,HPA022793;HPA028707;HPA070752;
ALKBH7,HPA008539;HPA039571;HPA039872;
CLPP,HPA010649;
THOC2,HPA047921;
ATG4C,HPA007049;
C3,HPA003563;CAB004209;HPA020432;
SH2D3A,HPA035722;HPA064382;
TNFSF14,HPA012700;
FOSB,CAB010267;HPA054663;
SNRPD2,HPA041437;
RTN2,HPA034941;HPA034948;
EML2,HPA012757;
SYMPK,HPA041756;HPA042449;
GNRH2,HPA004338;
CD93,HPA009300;HPA012368;
GZF1,HPA024520;
NAPB,CAB037225;CAB037227;HPA046149;HPA050196;
PSMF1,HPA041122;HPA041300;
NKX2-2,HPA003468;
DTD1,HPA040981;
TMX4,HPA000399;HPA015752;
CST11,HPA053399;
STK35,HPA026452;HPA051673;
SNRPB,HPA003482;CAB009610;HPA067842;
NRSN2,HPA015967;
AP5S1,CAB034200;HPA043533;HPA048244;
ZNF133,HPA001493;
FLRT3,HPA056033;
OVOL2,HPA038531;
DSTN,CAB037094;
MGME1,HPA040913;
TBC1D20,HPA043613;
ITPA,HPA022824;HPA073963;
OTOR,HPA024335;
TMEM74B,HPA045213;
FAM110A,CAB034110;HPA069240;
MRPS26,HPA045472;HPA054610;
HNRNPR,CAB011687;HPA026092;
ZNF436,HPA043817;
MAX,CAB000328;HPA003474;
CHURC1-FNTB,CAB009260;
ARMCX5,HPA000996;
GDF5,HPA015648;
ID1,CAB025915;HPA051456;HPA058518;
DYNLRB1,CAB009845;
EIF2S2,CAB034415;HPA041262;HPA041332;
ERGIC3,HPA015242;HPA015968;
ROMO1,HPA012782;
FAM83C,CAB034227;HPA049978;
AMOT,HPA067290;HPA067853;
TMEM115,CAB006319;HPA015497;
PSMB2,HPA026322;HPA026324;
AGO3,HPA048342;HPA067849;HPA075436;
UROD,HPA027468;HPA028668;HPA030350;
ST3GAL3,HPA051102;
KLC1,CAB009798;HPA044617;HPA052450;
TUBGCP3,HPA043913;
PCID2,HPA069107;HPA073074;
SLURP1,HPA050967;
LRFN3,HPA048923;
IGFLR1,HPA012369;
CAPNS1,HPA006872;
RBM42,HPA043671;
UBA2,HPA041436;
FFAR2,HPA023985;
HCST,CAB034435;HPA063026;
COX6B1,HPA004192;
CCR7,CAB003796;HPA031383;HPA074467;
NR1D1,HPA007935;
FRMD8,HPA002861;
PRMT1,CAB022550;HPA069769;HPA072136;
RRAS,CAB010160;HPA060364;CAB069439;
PRRG2,HPA010702;
SCAF1,HPA046828;HPA054593;
FLRT1,HPA054589;
ASL,CAB003696;HPA016646;
SBDS,HPA028891;
CSN1S1,HPA035659;HPA057031;
STATH,HPA044569;
STAT5A,CAB003860;HPA027873;HPA042128;HPA049883;HPA051156;
WNK4,HPA016500;
BECN1,CAB010143;HPA028949;
TRAP1,HPA041082;HPA044227;
NSRP1,HPA015593;HPA015603;
DNAJC8,HPA026275;HPA026283;
AHDC1,HPA028648;HPA028685;HPA028691;
IFI6,HPA005543;
DACH2,HPA000258;HPA001367;
ZNF384,HPA004051;
EMG1,HPA039304;HPA039666;
SSX1,HPA045683;
UXT,HPA050499;HPA058400;
ELK1,CAB003808;HPA036084;HPA064381;
PCNX4,HPA002076;HPA003390;
ATG14,CAB037242;
KTN1,HPA003178;CAB015331;HPA017876;
SIX1,HPA001893;CAB058690;
DLGAP5,HPA005546;
L3HYPDH,HPA056694;
HSPA2,HPA000798;HPA052504;
TRMT5,HPA000943;
SGPP1,HPA053149;HPA064908;
PZP,HPA041403;HPA041471;
RHOT1,HPA010687;CAB068223;CAB068224;
EVI2A,HPA045033;HPA057051;
OMG,HPA008206;HPA012693;
WDR60,HPA020607;HPA021316;
AIF1L,HPA020522;HPA056852;
FAM78A,HPA021472;HPA023914;
MAP2K2,CAB003835;HPA051993;
HNRNPH2,HPA000914;HPA001359;CAB004436;HPA016884;
ARMCX1,HPA000268;HPA005685;CAB020695;
TMEM35A,HPA048583;
NXF5,HPA002079;
TIMM8A,HPA003628;
ZC4H2,HPA049584;
INTS11,HPA028379;HPA029025;
IPPK,HPA020603;
ZNF484,HPA028973;
FGD3,HPA020963;HPA021018;
HIVEP3,HPA005728;
PPCS,HPA031361;HPA031363;
EDN2,HPA028459;
BCL11B,HPA049117;
COX7C,HPA046647;
ABHD8,HPA037658;HPA058209;
MASP1,HPA001617;HPA009641;
HRASLS,HPA051179;
TSPAN8,HPA022273;CAB026009;HPA044337;
RAB3IP,HPA039794;
PTPRB,CAB004782;HPA067868;
DYRK2,HPA027230;HPA056902;
CRYGN,HPA050788;
LRRC61,HPA019355;
TRPV5,HPA063175;
IDUA,CAB025901;HPA046979;HPA054254;
TMEM175,HPA057160;
AUNIP,HPA028730;
PIN1,CAB004528;CAB009326;HPA068650;HPA070887;
EMC1,HPA048904;
PLA2G5,HPA053361;
UBR4,HPA013394;HPA021046;
HP1BP3,HPA028215;HPA054295;
SIN3B,HPA050329;
EPS15L1,HPA019237;HPA055309;
OR7C2,HPA047295;
OR7C1,HPA047127;
GFER,HPA041227;HPA063553;
SYNGR3,CAB034278;HPA042842;
WDR24,HPA039506;
FBXL16,HPA039504;HPA056354;
MACF1,HPA013713;HPA068064;HPA068103;
SMARCA4,CAB004208;
TICAM1,HPA042460;
IL17B,HPA042441;
EMC6,HPA062681;
METTL16,HPA020352;HPA059798;
TUBA4A,CAB004621;CAB005887;HPA039247;HPA043684;HPA063394;
VIL1,CAB002452;HPA006884;HPA006885;
AAMP,CAB017717;HPA031868;
RNF6,HPA039343;HPA040048;
ZNF835,HPA051136;
AKAP9,HPA008548;CAB012909;HPA026109;
GNG11,HPA045255;
SEM1,HPA020429;HPA072648;
PTPN12,HPA007097;
POR,CAB004372;HPA010136;
FGL2,HPA021011;HPA026682;
STYXL1,HPA050261;
GNAI1,CAB022449;HPA042141;
PEX1,HPA020235;
CASD1,HPA044404;
ZNF780B,HPA003311;
SRD5A3,HPA027006;
SPINK2,CAB020824;HPA026813;
RASL11B,HPA057803;
PAICS,HPA035895;HPA041538;
KDR,CAB004028;
PPAT,HPA036091;HPA036092;
TUBGCP6,HPA043928;
ASPHD2,HPA000820;
VPREB3,HPA003041;
SDF2L1,HPA005638;
YWHAH,CAB025918;HPA061603;
RFPL2,HPA046608;HPA048320;HPA072380;
GNAZ,HPA003011;
ATF4,CAB011596;
CDC42EP1,HPA006379;HPA076536;
TPST2,HPA021054;
MPST,HPA001240;
TST,HPA003044;HPA003643;CAB009546;
APOL2,HPA001078;
RAC2,CAB022946;HPA047820;
LIF,HPA018844;CAB025985;
APOBEC3A,HPA043237;HPA056980;HPA066719;
RIBC2,HPA003210;
KRT17,CAB000029;HPA000452;HPA000453;HPA000539;HPA045062;
RNF112,HPA015970;
SPECC1,HPA021421;HPA021430;HPA061073;
ATP6V1F,CAB009529;HPA048700;HPA062011;
LSM8,HPA020116;
CDHR3,HPA011218;
PRKRIP1,HPA051146;
PODXL,HPA002110;CAB016169;HPA045507;CAB062558;CAB068219;CAB068220;
FOXP2,HPA000382;HPA000383;HPA001679;
STRIP2,HPA019657;
DNAJB9,HPA040967;HPA041553;
CALU,HPA006018;
SMO,CAB011446;
IRF5,HPA046700;HPA076024;
KLHDC10,HPA020119;
OPN1SW,HPA013562;HPA014083;
MYO1B,HPA013607;HPA060144;
MTX2,HPA031550;HPA031551;HPA031552;
PDE11A,HPA034560;
GAD1,CAB004415;HPA048871;HPA058412;CAB078176;
OSGEPL1,HPA030693;
HAT1,HPA036788;CAB037191;
SNRPN,HPA003482;HPA067842;
PSMG2,HPA041517;HPA046741;
ARHGAP22,CAB020696;HPA040391;HPA064439;
CGNL1,CAB013500;HPA056911;HPA069214;
TMOD2,HPA041365;
TTBK2,HPA018113;HPA049866;
ELL3,HPA028938;HPA073494;
CCDC32,HPA041688;
MINDY2,HPA051103;HPA063669;
IVD,HPA041391;HPA044250;
DUT,HPA054422;HPA060360;
CHAC1,HPA042708;HPA043505;
CLN6,HPA066046;HPA066759;
CALML4,HPA051109;
ISLR,HPA040326;HPA050811;
THAP10,HPA041416;HPA073220;
LOXL1,HPA042111;HPA063583;
MBD4,HPA002031;
PSMA1,CAB033765;HPA037646;HPA043891;
SPCS3,HPA053180;
BBOX1,HPA007600;HPA027823;
KCNC1,HPA047634;HPA048249;
TPH1,CAB010767;HPA022483;
CSRP3,HPA042581;
DCTD,HPA035894;
PIMREG,HPA043783;HPA049934;
RPAIN,HPA023924;HPA031526;
PLD2,HPA013397;
CD68,CAB000051;CAB000066;HPA048982;CAB072861;CAB072862;
TXNDC17,HPA022931;
FXR2,CAB011205;HPA022997;
KIF1C,HPA024602;HPA045020;
LRRC6,HPA028058;
PUS7L,HPA056203;HPA058750;
KRI1,HPA043110;HPA043574;
ILF3,HPA001897;
SLC44A2,HPA003228;HPA070799;
KLK14,CAB026228;
NGDN,HPA000944;
ADCY4,CAB005070;HPA048344;
DTD2,HPA001117;
PARP2,HPA052003;
HEATR5A,HPA049539;
FOXA1,CAB011595;HPA050505;
SNX6,HPA049374;
EAPP,HPA002916;
RNASE1,HPA001140;
NEDD8,CAB004082;HPA027583;HPA060254;
DAD1,HPA028882;
EPB41L4A,HPA036580;
CDO1,HPA036573;HPA057503;
FOXJ1,HPA005714;
SEC14L1,HPA021463;HPA028703;
TTI2,HPA023523;HPA029823;
ART1,HPA051148;
RPS4Y1,HPA000857;
VCY1B,HPA044996;HPA049357;
VCY,HPA044996;HPA049357;
CDH15,HPA009139;HPA070961;
KLF16,HPA052481;
TMEM8A,HPA051281;HPA064673;
DOHH,HPA041953;HPA076271;
SHC2,HPA006136;
PLPPR3,HPA052293;HPA057034;
INS-IGF2,CAB019430;
ABHD17A,HPA043270;HPA047226;HPA069225;
LBP,HPA001508;CAB025905;
TNNI3,CAB009349;HPA046428;
GAMT,HPA051806;
ERMARD,HPA041741;
PHF10,HPA055649;
PRRG3,HPA060566;
KCNA5,HPA021516;CAB022562;
NXNL2,HPA045526;
STARD8,HPA060788;
FAM155B,HPA036093;
SAT1,CAB047343;HPA055312;CAB069914;
GNL3L,HPA036314;HPA036315;
SH3BP4,HPA037533;HPA037534;
DOCK6,HPA049423;HPA049424;
ECSIT,HPA042979;
LDLR,HPA009647;HPA013159;
ELOF1,HPA045606;
PRKCSH,CAB004465;HPA041940;HPA043560;
CNN1,CAB000007;HPA014263;
CDC16,HPA042826;
THEM6,HPA023255;
NECTIN2,HPA012759;CAB026138;HPA073459;
APOE,CAB008363;HPA065539;HPA068768;CAB069921;
TOMM40,HPA036231;HPA036232;
APOC1,HPA051518;
GADD45G,HPA023606;
LRCH2,HPA003233;
DPP6,HPA050509;
XPO7,HPA043727;HPA048153;
FAM98C,HPA040930;HPA041730;
SAFB2,HPA050894;
RPL36,HPA047153;
GTPBP3,HPA042158;
PLVAP,HPA002279;
NSUN5,HPA020536;HPA045590;HPA046867;
USHBP1,HPA052471;
COLGALT1,HPA047821;
DDA1,HPA042134;HPA055272;
MRPL34,HPA049276;
PGLS,HPA040744;HPA042032;
TULP4,HPA005445;
SNX9,HPA031410;HPA057203;
RTN4IP1,HPA036357;
QRSL1,HPA029585;HPA029587;
C6orf203,HPA049535;
ACSBG2,HPA043421;HPA051013;
MLLT1,HPA031166;
FUT5,HPA046966;
AFDN,CAB013496;HPA030212;HPA030213;HPA030214;HPA030215;HPA049868;
ACTN4,HPA001873;HPA006035;
NDUFA10,HPA059529;HPA067045;CAB070846;
EPO,CAB010336;
ARPC1B,HPA004832;
ZSWIM6,HPA035938;
GDF15,HPA011191;CAB062554;HPA070957;
PGPEP1,HPA035368;HPA055277;
IQCN,HPA042409;
JUND,CAB005268;HPA063029;
HRC,HPA004833;
TRPM4,HPA041169;
OR11H1,HPA047370;
SULT4A1,HPA003129;
ZNF557,HPA003151;HPA029291;
CRB3,HPA013835;
UBAC1,HPA005651;
ZBTB46,HPA013997;
HELZ2,HPA051267;
SAMD10,HPA040973;
TNNT3,CAB002451;HPA037810;HPA056909;
COL5A1,HPA030769;
TUBGCP2,HPA037885;
CYP2E1,HPA009128;HPA029564;
CEP85,HPA028252;
ADRM1,HPA042266;
ASS1,HPA020896;HPA020934;
PRDM12,HPA043143;
EXOSC2,HPA021756;HPA021790;
UCK1,HPA050969;HPA070526;
FIBCD1,HPA055353;
PRRC2B,HPA021022;HPA064301;
CHMP2A,HPA041153;HPA042031;
UBE2M,CAB004993;HPA054551;HPA057800;
METTL26,HPA044004;HPA067414;
YIPF2,HPA019902;
ATG4D,HPA067683;
TMEM160,HPA055904;
ZC3H4,HPA040934;HPA041068;
GMFG,HPA002954;
MAP3K10,HPA007039;
ARHGEF16,HPA010609;
LRRC47,HPA008512;HPA012018;
SESN2,HPA018191;
ATP5IF1,HPA027999;
MED18,HPA027429;
CLIP1,CAB004399;HPA026678;
CCDC62,HPA039021;HPA058741;
HIP1R,CAB017187;HPA038135;HPA038136;
PPAN,HPA043265;
EIF3G,HPA041997;
C19orf66,HPA042001;
DNMT1,HPA002694;CAB005876;
PNCK,HPA007458;
DKC1,HPA000166;HPA000447;HPA001022;CAB033086;
DUSP9,HPA003336;
ZNF236,HPA008600;
SLC7A10,HPA041884;HPA057036;
NOL11,HPA022010;
UBE4B,HPA019219;
CASZ1,HPA028222;HPA029927;
PKDREJ,HPA034587;
HABP4,HPA055969;HPA062366;
FBP2,HPA012513;HPA077371;
SLC35D2,HPA064047;
RGN,HPA029102;HPA029103;HPA029104;
PPIL4,HPA031599;HPA031600;
AKAP12,HPA006344;CAB026379;HPA056230;
SYNE1,HPA019113;
LATS1,HPA031804;
EPS8L1,HPA041851;HPA043545;
AAR2,CAB034220;HPA048645;
TTLL9,HPA041772;HPA055676;
BPIFA2,HPA044006;
RBM39,HPA001591;
BPIFA3,HPA062708;
GGT7,HPA013204;HPA013339;
ACSS2,HPA004141;
GFAP,CAB000039;HPA056030;HPA063513;
PYY,HPA010973;CAB016734;
ATP6V1E1,CAB009528;CAB018699;HPA029196;
ZNF227,HPA030573;
ZNF428,HPA042596;HPA048072;
TEX101,HPA041915;HPA042513;
CCL25,HPA055883;
EMC8,HPA049476;
GINS2,HPA057285;
SH3BGRL,HPA051248;
COX7B,HPA058041;
SLC34A1,HPA051255;HPA077175;
F12,HPA003825;
PRR7,HPA046636;
NFATC1,CAB004513;HPA071732;
IDO1,HPA023072;HPA023149;HPA027772;CAB072820;
GJA9,HPA067850;
CAP1,HPA030124;
PPT1,HPA021546;
RLIM,HPA018895;
CDX4,HPA043714;HPA056528;
ABCB7,HPA034982;
TRAF3,HPA002933;
HAUS8,HPA039406;
ADGRE3,HPA015638;
MRPS25,HPA043490;
SH3BP5,HPA036445;HPA057988;
HACL1,HPA035496;HPA035497;HPA073760;
TBC1D5,HPA035125;HPA035126;
CAPN7,HPA004745;HPA046617;
C3orf20,HPA039584;
RBSN,HPA044878;
GALNT15,HPA017076;
SLC6A6,HPA015028;HPA016488;
KCNC3,HPA018041;
NAPSA,CAB009591;HPA045280;HPA047236;HPA047744;
NR1H2,HPA005446;HPA056838;HPA070212;
LRRC4B,HPA058986;
KIF3A,CAB037085;
GFPT2,HPA056892;HPA059910;
RPL27,HPA002649;
PSMC3IP,HPA044439;
AOC3,HPA000980;CAB025797;
ACLY,CAB007783;HPA022434;HPA022953;HPA022959;HPA028758;
AOC2,HPA057779;
G6PC,HPA052324;
NDUFA2,HPA035933;
ANKHD1,HPA008718;
NDFIP1,HPA009682;
UBE2D2,HPA003920;
EXOC4,HPA031443;HPA031444;
ACAP3,HPA049317;HPA058381;
C1orf159,HPA010019;HPA075399;
ANO1,HPA032148;HPA057356;
TMEM204,HPA014028;
KREMEN2,HPA003223;
THOC6,HPA052953;
TRAF7,HPA041229;
NINJ1,HPA045063;
CA6,HPA028550;HPA028692;
NPHP4,HPA063852;HPA065526;
MAP1B,CAB009792;HPA022275;
WDR44,HPA038084;HPA046719;
CKMT2,HPA051880;
ZCCHC9,HPA038404;
TOP2A,CAB002448;HPA006458;HPA026773;
STARD3,CAB017021;HPA024307;HPA073948;
PPP1R1B,CAB004026;HPA048630;HPA061142;
KHDRBS3,HPA000275;HPA000500;HPA000981;
CHD1L,HPA027789;HPA028670;
PEX11B,HPA017150;HPA050104;
FMO5,HPA012373;
PRKAB2,HPA044342;
PDHA1,HPA047487;HPA047864;HPA063053;
RAI2,HPA051054;
MCCC2,HPA038300;HPA038301;HPA061546;
ZNF304,HPA050531;
ZSCAN5A,HPA041263;HPA043123;HPA046836;HPA060667;
ZNF132,HPA008726;
SELENOS,HPA010025;
SNRPA1,HPA045622;HPA048499;
C19orf12,HPA046930;
FAAP24,HPA041168;
LRRC9,HPA040965;HPA041381;HPA077675;
ABHD12B,HPA002873;
GCH1,HPA028612;
LGALS3,HPA003162;CAB005191;
PODNL1,HPA042807;
DNAJB1,CAB017450;HPA063247;
ZSWIM4,HPA042084;
FBXW9,HPA042087;
ZNF20,HPA020887;
C19orf57,HPA044012;HPA054615;
CC2D1A,HPA005436;CAB015220;
CCT6B,HPA042996;HPA045576;HPA049949;
DHX30,HPA034806;
PPARG,CAB004282;HPA051239;HPA063663;
NUP210,HPA066888;
FCRLA,CAB016545;
HSD17B7,HPA047496;
ENOSF1,HPA047829;
SLX1A,HPA047038;
ARFIP2,CAB032985;HPA038156;
TRIM5,CAB013497;HPA023420;HPA023422;
RRP8,HPA038487;HPA057562;
TIMM10B,HPA052265;
PTCD3,HPA041154;HPA041382;
IMMT,CAB022439;HPA036164;HPA036165;
PER2,HPA053136;HPA060510;
SCLY,HPA020190;HPA055760;
PRKAA1,CAB005050;HPA035409;HPA064946;
CARD6,HPA036438;
CLUH,HPA031505;HPA044346;
MYBBP1A,HPA005466;
SERPINF1,HPA005825;
UBE2G1,HPA045681;HPA050551;
EEFSEC,HPA035795;
COQ3,HPA031273;HPA031274;
SEC61G,HPA053196;
FIGNL1,HPA055542;
GRSF1,HPA036984;HPA036985;
JCHAIN,CAB034436;HPA044132;
ANKRD17,HPA045024;HPA063731;
UTP3,HPA035655;HPA041453;
ITGB4,CAB002422;CAB005258;HPA036348;HPA036349;
WBP2,HPA065682;HPA068819;
H3F3B,CAB037166;CAB037187;CAB037221;HPA042570;
UNK,HPA023636;HPA027962;
TRIM47,HPA014933;
ZRANB2,HPA053960;HPA061949;HPA063298;
KDM6B,HPA037988;
CLEC10A,HPA021937;
GPS2,HPA067540;
XAF1,HPA057302;
DLG4,CAB001999;CAB002000;HPA010122;
RIDA,HPA022856;HPA023489;
MATN2,CAB033879;
REEP2,HPA031813;HPA076571;
FLOT2,HPA001396;CAB004395;HPA071038;
ERAL1,HPA021425;HPA024423;
PRMT7,HPA044241;
NIP7,HPA040856;HPA059850;
VPS4A,CAB018751;CAB034411;HPA060092;
ANKEF1,HPA041151;
PCED1A,HPA050816;
SNAP25,CAB000360;HPA001830;HPA071013;
BTBD3,HPA041424;HPA042048;
PCNA,CAB000148;HPA030521;HPA030522;HPA030523;
PTPRA,HPA029412;CAB034366;HPA069480;
SSTR4,HPA064252;
DAP3,HPA023687;
RHBG,HPA042726;HPA048489;
